id,age,gender,education,marital_status,skills,experience_years,location,target_job,barriers,employment_status,current_salary,location_normalized,region,salary_anomaly,salary_zero_retired,quality_score,quality_grade
worker_0497,57,female,upper_secondary,single,barista|pha chế|đồ uống|salary_range,30,Huế,Pha chế,techGap|family,self-employed,13654846,Huế,central,False,False,100,A
worker_0498,62,male,upper_secondary,divorced,lắp ráp|sản xuất|vận hành máy|salary_range,30,Nam Định,Công nhân sản xuất,family,retired,3840423,Nam Định,north,False,False,100,A
worker_0499,59,male,college,single,công trình|xây dựng|xây tô|salary_range,30,Đà Nẵng,Lao động xây dựng,family|techGap,self-employed,4394877,Đà Nẵng,central,False,False,100,A
worker_0500,54,female,primary,divorced,dọn dẹp|giặt là|nấu ăn|salary_range,29,Nam Định,Giúp việc / Dịch vụ,,unemployed,0,Nam Định,north,False,False,100,A
worker_0501,62,male,college,divorced,chào hỏi|order|phục vụ|salary_range,30,Thái Nguyên,Nhân viên phục vụ,location,self-employed,4032014,Thái Nguyên,north,False,False,100,A
worker_0502,44,female,upper_secondary,divorced,an ninh|bảo vệ|tuần tra|salary_range,23,Vinhy,Bảo vệ,family,retired,9886603,Vinh,north,False,False,100,A
worker_0503,51,other,university,divorced,công trình|xây dựng|xây tô|salary_range,27,Đà Lạt,Lao động xây dựng,,retired,4450689,Đà Lạt,central_highlands,False,False,100,A
worker_0504,45,male,upper_secondary,married,sửa chữa|tay nghề|thợ|salary_range,19,Hà Nội,Thợ lành nghề,health|location,retired,6358749,Hà Nội,north,False,False,100,A
worker_0505,59,female,university,divorced,dọn dẹp|giặt là|nấu ăn|salary_range,30,Nha Trang,Giúp việc / Dịch vụ,other|techGap|location,employed,10213864,Nha Trang,central,False,False,100,A
worker_0506,61,other,primary,widowed,hành chính|kế toán|văn phòng|salary_range,30,Qui Nhơn,Kế toán / Hành chính,health,unemployed,0,Quy Nhơn,central,False,False,100,A
worker_0507,54,male,primary,single,bằng lái|lái xe|vận chuyển|salary_range,29,Đà Nẵng,Lái xe,other|location,employed,3738165,Đà Nẵng,central,False,False,100,A
worker_0508,46,male,upper_secondary,single,dọn dẹp|giặt là|nấu ăn|salary_range,16,Nam Định,Giúp việc / Dịch vụ,other,self-employed,11991930,Nam Định,north,False,False,100,A
worker_0509,46,other,upper_secondary,single,dọn dẹp|giặt là|nấu ăn|salary_range,25,Cần Thơ,Giúp việc / Dịch vụ,,employed,4024907,Cần Thơ,mekong,False,False,100,A
worker_0510,41,other,upper_secondary,widowed,chào hỏi|order|phục vụ|salary_range,13,Thanh Hóa,Nhân viên phục vụ,,self-employed,12082787,Thanh Hóa,north,False,False,100,A
worker_0511,35,female,college,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,11,Buôn Ma Thuột,Nhân viên bán hàng,,retired,8913790,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0512,39,male,college,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,10,Thanh Hóa,Nông dân / Nông nghiệp,family|techGap|location,employed,6038002,Thanh Hóa,north,False,False,100,A
worker_0513,57,other,college,divorced,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Biên Hòa,Nhân viên bán hàng,techGap|other,unemployed,0,Biên Hòa,south_east,False,False,100,A
worker_0514,57,female,university,married,an ninh|bảo vệ|tuần tra|salary_range,30,Buôn Ma Thuột,Bảo vệ,family|techGap,self-employed,8830339,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0515,62,female,primary,married,sửa chữa|tay nghề|thợ|salary_range,30,Nam Định,Thợ lành nghề,,retired,11882456,Nam Định,north,False,False,100,A
worker_0516,52,other,primary,widowed,an ninh|bảo vệ|tuần tra|salary_range,23,Hải Phòng,Bảo vệ,family|other|location,employed,14777495,Hải Phòng,north,False,False,100,A
worker_0517,51,female,upper_secondary,single,chăn nuôi|nông nghiệp|trồng trọt|salary_range,26,Nam Định,Nông dân / Nông nghiệp,location|other|techGap,retired,13844743,Nam Định,north,False,False,100,A
worker_0518,52,male,upper_secondary,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,22,Vũng Tàu,Nhân viên bán hàng,location|techGap|family,retired,14052431,Vũng Tàu,south_east,False,False,100,A
worker_0519,38,male,upper_secondary,single,hành chính|kế toán|văn phòng|salary_range,15,Đà Nẵng,Kế toán / Hành chính,family,self-employed,8088384,Đà Nẵng,central,False,False,100,A
worker_0520,45,male,university,divorced,an ninh|bảo vệ|tuần tra|salary_range,18,Hải Dương,Bảo vệ,health,self-employed,8679677,Hải Dương,north,False,False,100,A
worker_0521,49,female,college,widowed,hành chính|kế toán|văn phòng|salary_range,19,Vinhy,Kế toán / Hành chính,other|health|techGap,employed,13576662,Vinh,north,False,False,100,A
worker_0522,35,male,college,married,an ninh|bảo vệ|tuần tra|salary_range,13,Nam Định,Bảo vệ,techGap|other|health,employed,8694132,Nam Định,north,False,False,100,A
worker_0523,63,male,college,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Hà Nội,Nông dân / Nông nghiệp,techGap|location,employed,11550334,Hà Nội,north,False,False,100,A
worker_0524,60,female,upper_secondary,married,công trình|xây dựng|xây tô|salary_range,30,Đà Nẵng,Lao động xây dựng,family|health|other,self-employed,14253620,Đà Nẵng,central,False,False,100,A
worker_0525,63,other,primary,single,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Nam Định,Nhân viên kho vận,other,employed,7067766,Nam Định,north,False,False,100,A
worker_0526,47,female,college,single,barista|pha chế|đồ uống|salary_range,26,Đà Nẵng,Pha chế,family,unemployed,0,Đà Nẵng,central,False,False,100,A
worker_0527,44,female,college,divorced,an ninh|bảo vệ|tuần tra|salary_range,24,Cần Thơ,Bảo vệ,location|health,employed,3011367,Cần Thơ,mekong,False,False,100,A
worker_0528,39,male,primary,single,công trình|xây dựng|xây tô|salary_range,15,Thanh Hóa,Lao động xây dựng,health|other,retired,6540013,Thanh Hóa,north,False,False,100,A
worker_0529,44,other,university,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,23,Thanh Hóa,Nhân viên bán hàng,family|health,unemployed,0,Thanh Hóa,north,False,False,100,A
worker_0530,59,other,primary,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Hải Phòng,Nông dân / Nông nghiệp,location|other|health,unemployed,0,Hải Phòng,north,False,False,100,A
worker_0531,35,female,primary,single,barista|pha chế|đồ uống|salary_range,11,Qui Nhơn,Pha chế,other|techGap|family,retired,4874336,Quy Nhơn,central,False,False,100,A
worker_0532,41,female,college,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,17,Vĩnh Phúc,Nhân viên kho vận,other|family|location,retired,12374775,Vĩnh Phúc,north,False,False,100,A
worker_0533,64,male,primary,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Hải Phòng,Nông dân / Nông nghiệp,,unemployed,0,Hải Phòng,north,False,False,100,A
worker_0534,56,male,university,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Đà Nẵng,Nông dân / Nông nghiệp,,unemployed,0,Đà Nẵng,central,False,False,100,A
worker_0535,56,male,primary,divorced,hành chính|kế toán|văn phòng|salary_range,28,Vĩnh Phúc,Kế toán / Hành chính,other|health,retired,9176238,Vĩnh Phúc,north,False,False,100,A
worker_0536,37,male,primary,single,chào hỏi|order|phục vụ|salary_range,8,Qui Nhơn,Nhân viên phục vụ,family,employed,14540104,Quy Nhơn,central,False,False,100,A
worker_0537,56,other,college,divorced,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,27,Nha Trang,Nhân viên bán hàng,,retired,3321004,Nha Trang,central,False,False,100,A
worker_0538,50,other,university,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,22,Biên Hòa,Nhân viên bán hàng,family|health|location,retired,12392445,Biên Hòa,south_east,False,False,100,A
worker_0539,45,other,upper_secondary,single,chào hỏi|order|phục vụ|salary_range,23,Nha Trang,Nhân viên phục vụ,techGap|family|location,self-employed,11695659,Nha Trang,central,False,False,100,A
worker_0540,46,male,primary,widowed,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,18,Buôn Ma Thuột,Nhân viên kho vận,techGap|location|health,unemployed,0,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0541,47,female,primary,widowed,sửa chữa|tay nghề|thợ|salary_range,17,Bình Dương,Thợ lành nghề,family|other|health,unemployed,0,Bình Dương,south_east,False,False,100,A
worker_0542,56,other,primary,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,28,Vinhy,Nông dân / Nông nghiệp,family|location,retired,7061975,Vinh,north,False,False,100,A
worker_0543,62,other,college,single,hành chính|kế toán|văn phòng|salary_range,30,Vũng Tàu,Kế toán / Hành chính,,self-employed,13024367,Vũng Tàu,south_east,False,False,100,A
worker_0544,60,male,primary,married,bằng lái|lái xe|vận chuyển|salary_range,30,TP. Hồ Chí Minh,Lái xe,techGap,self-employed,9341329,Hồ Chí Minh,south_east,False,False,100,A
worker_0545,46,male,primary,married,sửa chữa|tay nghề|thợ|salary_range,21,Thái Nguyên,Thợ lành nghề,other|health,self-employed,7028053,Thái Nguyên,north,False,False,100,A
worker_0546,43,female,college,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,16,Hải Phòng,Công nhân sản xuất,health,employed,10150890,Hải Phòng,north,False,False,100,A
worker_0547,48,male,upper_secondary,married,lắp ráp|sản xuất|vận hành máy|salary_range,25,Thái Nguyên,Công nhân sản xuất,techGap,self-employed,11055244,Thái Nguyên,north,False,False,100,A
worker_0548,53,other,university,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,29,Biên Hòa,Nông dân / Nông nghiệp,techGap|health|other,retired,6205990,Biên Hòa,south_east,False,False,100,A
worker_0549,39,male,college,married,an ninh|bảo vệ|tuần tra|salary_range,14,Đà Lạt,Bảo vệ,family|location,self-employed,3579466,Đà Lạt,central_highlands,False,False,100,A
worker_0550,38,female,primary,divorced,bằng lái|lái xe|vận chuyển|salary_range,17,Vinhy,Lái xe,techGap|other,unemployed,0,Vinh,north,False,False,100,A
worker_0551,65,other,college,widowed,chào hỏi|order|phục vụ|salary_range,30,Cần Thơ,Nhân viên phục vụ,health|family|location,retired,14435771,Cần Thơ,mekong,False,False,100,A
worker_0552,36,male,primary,married,công trình|xây dựng|xây tô|salary_range,9,Đà Lạt,Lao động xây dựng,,self-employed,13529682,Đà Lạt,central_highlands,False,False,100,A
worker_0553,64,female,upper_secondary,single,an ninh|bảo vệ|tuần tra|salary_range,30,Bình Dương,Bảo vệ,location|techGap|health,retired,7122637,Bình Dương,south_east,False,False,100,A
worker_0554,43,female,primary,single,barista|pha chế|đồ uống|salary_range,14,Nam Định,Pha chế,,self-employed,14196377,Nam Định,north,False,False,100,A
worker_0555,43,male,upper_secondary,divorced,sửa chữa|tay nghề|thợ|salary_range,23,Huế,Thợ lành nghề,family|location|health,self-employed,13849806,Huế,central,False,False,100,A
worker_0556,52,male,upper_secondary,married,hành chính|kế toán|văn phòng|salary_range,28,Nha Trang,Kế toán / Hành chính,,retired,11412786,Nha Trang,central,False,False,100,A
worker_0557,61,female,upper_secondary,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Hải Dương,Nhân viên bán hàng,family|health|techGap,employed,8016873,Hải Dương,north,False,False,100,A
worker_0558,60,other,college,divorced,chào hỏi|order|phục vụ|salary_range,30,TP. Hồ Chí Minh,Nhân viên phục vụ,techGap,employed,5131183,Hồ Chí Minh,south_east,False,False,100,A
worker_0559,40,male,college,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,10,Bình Dương,Nông dân / Nông nghiệp,techGap|family,retired,9942880,Bình Dương,south_east,False,False,100,A
worker_0560,49,female,college,married,bằng lái|lái xe|vận chuyển|salary_range,24,Hải Dương,Lái xe,other|health,self-employed,13212068,Hải Dương,north,False,False,100,A
worker_0561,46,other,college,single,dọn dẹp|giặt là|nấu ăn|salary_range,16,Qui Nhơn,Giúp việc / Dịch vụ,other|family|location,employed,5059705,Quy Nhơn,central,False,False,100,A
worker_0562,43,female,college,married,an ninh|bảo vệ|tuần tra|salary_range,14,Buôn Ma Thuột,Bảo vệ,family|other,retired,9784813,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0563,65,other,college,married,công trình|xây dựng|xây tô|salary_range,30,TP. Hồ Chí Minh,Lao động xây dựng,,employed,10232570,Hồ Chí Minh,south_east,False,False,100,A
worker_0564,43,other,primary,married,an ninh|bảo vệ|tuần tra|salary_range,21,Vũng Tàu,Bảo vệ,,employed,3957176,Vũng Tàu,south_east,False,False,100,A
worker_0565,47,other,upper_secondary,divorced,bằng lái|lái xe|vận chuyển|salary_range,27,Nha Trang,Lái xe,techGap|other,self-employed,10451393,Nha Trang,central,False,False,100,A
worker_0566,56,other,college,divorced,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Cần Thơ,Nhân viên bán hàng,location|health|family,employed,14302756,Cần Thơ,mekong,False,False,100,A
worker_0567,52,female,primary,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,27,TP. Hồ Chí Minh,Nhân viên bán hàng,location|techGap,unemployed,0,Hồ Chí Minh,south_east,False,False,100,A
worker_0568,54,female,college,single,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Huế,Nông dân / Nông nghiệp,other|techGap|health,self-employed,9308916,Huế,central,False,False,100,A
worker_0569,58,male,university,divorced,barista|pha chế|đồ uống|salary_range,29,Nam Định,Pha chế,techGap|family,employed,6256701,Nam Định,north,False,False,100,A
worker_0570,35,male,upper_secondary,divorced,hành chính|kế toán|văn phòng|salary_range,11,Bắc Ninh,Kế toán / Hành chính,family|other,employed,8137136,Bắc Ninh,north,False,False,100,A
worker_0571,43,male,college,widowed,barista|pha chế|đồ uống|salary_range,15,Đà Nẵng,Pha chế,family|other,retired,12096982,Đà Nẵng,central,False,False,100,A
worker_0572,58,male,upper_secondary,married,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Thanh Hóa,Nhân viên kho vận,location|techGap,retired,12405148,Thanh Hóa,north,False,False,100,A
worker_0573,35,female,upper_secondary,widowed,an ninh|bảo vệ|tuần tra|salary_range,9,Bắc Ninh,Bảo vệ,family|location,retired,12110950,Bắc Ninh,north,False,False,100,A
worker_0574,42,female,upper_secondary,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,18,Nha Trang,Nông dân / Nông nghiệp,,self-employed,5382281,Nha Trang,central,False,False,100,A
worker_0575,44,other,college,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,16,Hà Nội,Công nhân sản xuất,,unemployed,0,Hà Nội,north,False,False,100,A
worker_0576,39,male,primary,divorced,lắp ráp|sản xuất|vận hành máy|salary_range,13,Vĩnh Phúc,Công nhân sản xuất,other|health,employed,3933350,Vĩnh Phúc,north,False,False,100,A
worker_0577,57,female,university,married,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Qui Nhơn,Nhân viên bán hàng,,self-employed,11113041,Quy Nhơn,central,False,False,100,A
worker_0578,40,other,college,married,công trình|xây dựng|xây tô|salary_range,12,Qui Nhơn,Lao động xây dựng,health,retired,9906795,Quy Nhơn,central,False,False,100,A
worker_0579,55,female,college,widowed,dọn dẹp|giặt là|nấu ăn|salary_range,27,Cần Thơ,Giúp việc / Dịch vụ,,employed,10269564,Cần Thơ,mekong,False,False,100,A
worker_0580,59,other,college,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Buôn Ma Thuột,Nhân viên kho vận,,employed,8214046,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0581,63,female,primary,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Bình Dương,Nông dân / Nông nghiệp,techGap|other|location,unemployed,0,Bình Dương,south_east,False,False,100,A
worker_0582,57,male,primary,widowed,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Nha Trang,Nhân viên kho vận,health|location|family,retired,13689308,Nha Trang,central,False,False,100,A
worker_0583,57,male,upper_secondary,single,công trình|xây dựng|xây tô|salary_range,30,Đà Nẵng,Lao động xây dựng,other|family|health,employed,11145610,Đà Nẵng,central,False,False,100,A
worker_0584,58,female,upper_secondary,single,sửa chữa|tay nghề|thợ|salary_range,30,Bắc Ninh,Thợ lành nghề,techGap|location|health,retired,14697434,Bắc Ninh,north,False,False,100,A
worker_0585,56,female,college,widowed,barista|pha chế|đồ uống|salary_range,26,Vinhy,Pha chế,techGap|location|health,retired,11218034,Vinh,north,False,False,100,A
worker_0586,65,female,primary,married,an ninh|bảo vệ|tuần tra|salary_range,30,Đà Nẵng,Bảo vệ,family|health,employed,3010232,Đà Nẵng,central,False,False,100,A
worker_0587,63,male,college,widowed,sửa chữa|tay nghề|thợ|salary_range,30,Đà Nẵng,Thợ lành nghề,health|other|location,unemployed,0,Đà Nẵng,central,False,False,100,A
worker_0588,40,male,college,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,14,Thái Nguyên,Nhân viên bán hàng,family,unemployed,0,Thái Nguyên,north,False,False,100,A
worker_0589,37,female,college,married,chào hỏi|order|phục vụ|salary_range,17,Đà Nẵng,Nhân viên phục vụ,family|location|techGap,unemployed,0,Đà Nẵng,central,False,False,100,A
worker_0590,52,male,college,married,lắp ráp|sản xuất|vận hành máy|salary_range,27,Biên Hòa,Công nhân sản xuất,family|location,employed,14340689,Biên Hòa,south_east,False,False,100,A
worker_0591,37,female,primary,single,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,10,Đà Nẵng,Nhân viên kho vận,location|family,self-employed,8090504,Đà Nẵng,central,False,False,100,A
worker_0592,46,female,primary,divorced,barista|pha chế|đồ uống|salary_range,23,Đà Nẵng,Pha chế,techGap,self-employed,10907800,Đà Nẵng,central,False,False,100,A
worker_0593,65,male,college,widowed,công trình|xây dựng|xây tô|salary_range,30,Bắc Ninh,Lao động xây dựng,family,unemployed,0,Bắc Ninh,north,False,False,100,A
worker_0594,55,other,college,widowed,sửa chữa|tay nghề|thợ|salary_range,30,Hà Nội,Thợ lành nghề,techGap|location,employed,3439938,Hà Nội,north,False,False,100,A
worker_0595,48,other,upper_secondary,widowed,bằng lái|lái xe|vận chuyển|salary_range,21,Nam Định,Lái xe,other|family|health,unemployed,0,Nam Định,north,False,False,100,A
worker_0596,56,other,college,divorced,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,27,Vĩnh Phúc,Nhân viên bán hàng,,self-employed,9928526,Vĩnh Phúc,north,False,False,100,A
worker_0597,54,other,primary,married,bằng lái|lái xe|vận chuyển|salary_range,24,Bắc Ninh,Lái xe,location|techGap,self-employed,7105794,Bắc Ninh,north,False,False,100,A
worker_0598,35,male,college,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,14,Thanh Hóa,Nông dân / Nông nghiệp,other,retired,6059597,Thanh Hóa,north,False,False,100,A
worker_0599,46,male,university,married,chào hỏi|order|phục vụ|salary_range,20,Qui Nhơn,Nhân viên phục vụ,location,retired,5118785,Quy Nhơn,central,False,False,100,A
worker_0600,49,female,university,married,công trình|xây dựng|xây tô|salary_range,22,Đà Nẵng,Lao động xây dựng,family,employed,3647407,Đà Nẵng,central,False,False,100,A
worker_0601,49,male,university,divorced,sửa chữa|tay nghề|thợ|salary_range,21,Thanh Hóa,Thợ lành nghề,,unemployed,0,Thanh Hóa,north,False,False,100,A
worker_0602,39,other,college,divorced,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,17,TP. Hồ Chí Minh,Nhân viên bán hàng,techGap|location,employed,8263827,Hồ Chí Minh,south_east,False,False,100,A
worker_0603,63,other,college,divorced,công trình|xây dựng|xây tô|salary_range,30,Vinhy,Lao động xây dựng,techGap|family|other,self-employed,12837381,Vinh,north,False,False,100,A
worker_0604,48,male,upper_secondary,married,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,18,Qui Nhơn,Nhân viên kho vận,,retired,5780883,Quy Nhơn,central,False,False,100,A
worker_0605,48,other,upper_secondary,married,hành chính|kế toán|văn phòng|salary_range,19,Biên Hòa,Kế toán / Hành chính,techGap|health|other,employed,3039433,Biên Hòa,south_east,False,False,100,A
worker_0606,47,female,upper_secondary,single,an ninh|bảo vệ|tuần tra|salary_range,17,Nam Định,Bảo vệ,techGap,self-employed,6509612,Nam Định,north,False,False,100,A
worker_0607,49,male,primary,single,an ninh|bảo vệ|tuần tra|salary_range,29,TP. Hồ Chí Minh,Bảo vệ,health|family|other,self-employed,9985036,Hồ Chí Minh,south_east,False,False,100,A
worker_0608,52,male,upper_secondary,divorced,dọn dẹp|giặt là|nấu ăn|salary_range,28,Cần Thơ,Giúp việc / Dịch vụ,other|techGap,unemployed,0,Cần Thơ,mekong,False,False,100,A
worker_0609,36,male,upper_secondary,single,dọn dẹp|giặt là|nấu ăn|salary_range,9,Qui Nhơn,Giúp việc / Dịch vụ,location|techGap,employed,14101274,Quy Nhơn,central,False,False,100,A
worker_0610,39,female,upper_secondary,widowed,sửa chữa|tay nghề|thợ|salary_range,14,Vũng Tàu,Thợ lành nghề,family|location|other,self-employed,13599293,Vũng Tàu,south_east,False,False,100,A
worker_0611,54,male,college,divorced,an ninh|bảo vệ|tuần tra|salary_range,27,Đà Lạt,Bảo vệ,health,self-employed,6948813,Đà Lạt,central_highlands,False,False,100,A
worker_0612,61,female,college,married,sửa chữa|tay nghề|thợ|salary_range,30,Đà Nẵng,Thợ lành nghề,,employed,9132896,Đà Nẵng,central,False,False,100,A
worker_0613,37,other,college,single,lắp ráp|sản xuất|vận hành máy|salary_range,14,Qui Nhơn,Công nhân sản xuất,health|family|location,retired,9883611,Quy Nhơn,central,False,False,100,A
worker_0614,60,female,college,married,dọn dẹp|giặt là|nấu ăn|salary_range,30,Bình Dương,Giúp việc / Dịch vụ,techGap,retired,11404875,Bình Dương,south_east,False,False,100,A
worker_0615,35,male,college,divorced,dọn dẹp|giặt là|nấu ăn|salary_range,5,Vĩnh Phúc,Giúp việc / Dịch vụ,techGap,unemployed,0,Vĩnh Phúc,north,False,False,100,A
worker_0616,36,other,primary,divorced,an ninh|bảo vệ|tuần tra|salary_range,11,Qui Nhơn,Bảo vệ,location,retired,11400691,Quy Nhơn,central,False,False,100,A
worker_0617,53,other,upper_secondary,single,lắp ráp|sản xuất|vận hành máy|salary_range,23,Thanh Hóa,Công nhân sản xuất,location|other,unemployed,0,Thanh Hóa,north,False,False,100,A
worker_0618,38,other,upper_secondary,widowed,sửa chữa|tay nghề|thợ|salary_range,15,Cần Thơ,Thợ lành nghề,health|location,retired,8005315,Cần Thơ,mekong,False,False,100,A
worker_0619,52,female,university,married,sửa chữa|tay nghề|thợ|salary_range,25,TP. Hồ Chí Minh,Thợ lành nghề,,self-employed,13753970,Hồ Chí Minh,south_east,False,False,100,A
worker_0620,61,other,upper_secondary,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,30,Bắc Ninh,Công nhân sản xuất,other|family,self-employed,13439377,Bắc Ninh,north,False,False,100,A
worker_0621,49,other,college,married,barista|pha chế|đồ uống|salary_range,21,Vũng Tàu,Pha chế,family|other,self-employed,14851328,Vũng Tàu,south_east,False,False,100,A
worker_0622,45,other,primary,married,dọn dẹp|giặt là|nấu ăn|salary_range,23,Bắc Ninh,Giúp việc / Dịch vụ,,employed,13477513,Bắc Ninh,north,False,False,100,A
worker_0623,62,male,upper_secondary,single,sửa chữa|tay nghề|thợ|salary_range,30,Đà Nẵng,Thợ lành nghề,techGap|health|family,unemployed,0,Đà Nẵng,central,False,False,100,A
worker_0624,41,other,upper_secondary,widowed,dọn dẹp|giặt là|nấu ăn|salary_range,12,Nha Trang,Giúp việc / Dịch vụ,,employed,3650793,Nha Trang,central,False,False,100,A
worker_0625,46,male,university,divorced,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,19,Vinhy,Nhân viên bán hàng,location,retired,9069805,Vinh,north,False,False,100,A
worker_0626,57,female,college,married,công trình|xây dựng|xây tô|salary_range,30,Cần Thơ,Lao động xây dựng,location,self-employed,13828329,Cần Thơ,mekong,False,False,100,A
worker_0627,53,other,upper_secondary,single,dọn dẹp|giặt là|nấu ăn|salary_range,29,Bình Dương,Giúp việc / Dịch vụ,techGap,self-employed,6881578,Bình Dương,south_east,False,False,100,A
worker_0628,54,female,upper_secondary,single,dọn dẹp|giặt là|nấu ăn|salary_range,24,Thái Nguyên,Giúp việc / Dịch vụ,other|family,self-employed,13211991,Thái Nguyên,north,False,False,100,A
worker_0629,59,female,upper_secondary,divorced,công trình|xây dựng|xây tô|salary_range,30,Biên Hòa,Lao động xây dựng,,employed,14949040,Biên Hòa,south_east,False,False,100,A
worker_0630,56,female,primary,single,lắp ráp|sản xuất|vận hành máy|salary_range,27,Biên Hòa,Công nhân sản xuất,techGap,retired,8387164,Biên Hòa,south_east,False,False,100,A
worker_0631,63,male,primary,single,sửa chữa|tay nghề|thợ|salary_range,30,Hải Phòng,Thợ lành nghề,other,self-employed,4382667,Hải Phòng,north,False,False,100,A
worker_0632,45,male,upper_secondary,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,20,Đà Lạt,Nhân viên bán hàng,other,unemployed,0,Đà Lạt,central_highlands,False,False,100,A
worker_0633,48,male,upper_secondary,divorced,an ninh|bảo vệ|tuần tra|salary_range,20,Biên Hòa,Bảo vệ,location,self-employed,11436973,Biên Hòa,south_east,False,False,100,A
worker_0634,57,other,college,widowed,bằng lái|lái xe|vận chuyển|salary_range,30,TP. Hồ Chí Minh,Lái xe,health|techGap|other,retired,3397967,Hồ Chí Minh,south_east,False,False,100,A
worker_0635,38,male,university,divorced,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,15,Vũng Tàu,Nhân viên bán hàng,,retired,9869909,Vũng Tàu,south_east,False,False,100,A
worker_0636,51,male,college,single,sửa chữa|tay nghề|thợ|salary_range,26,Qui Nhơn,Thợ lành nghề,,self-employed,6238017,Quy Nhơn,central,False,False,100,A
worker_0637,47,male,university,single,công trình|xây dựng|xây tô|salary_range,23,Nha Trang,Lao động xây dựng,family,retired,6424282,Nha Trang,central,False,False,100,A
worker_0638,54,female,upper_secondary,married,bằng lái|lái xe|vận chuyển|salary_range,30,Biên Hòa,Lái xe,family|location|techGap,unemployed,0,Biên Hòa,south_east,False,False,100,A
worker_0639,46,other,upper_secondary,divorced,lắp ráp|sản xuất|vận hành máy|salary_range,24,Buôn Ma Thuột,Công nhân sản xuất,family,employed,9280472,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0640,60,male,college,married,chào hỏi|order|phục vụ|salary_range,30,Thanh Hóa,Nhân viên phục vụ,health,self-employed,11896993,Thanh Hóa,north,False,False,100,A
worker_0641,59,other,college,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Huế,Nhân viên kho vận,,self-employed,4690069,Huế,central,False,False,100,A
worker_0642,39,male,upper_secondary,married,hành chính|kế toán|văn phòng|salary_range,13,Hải Dương,Kế toán / Hành chính,,self-employed,9492859,Hải Dương,north,False,False,100,A
worker_0643,48,other,primary,married,an ninh|bảo vệ|tuần tra|salary_range,18,Vũng Tàu,Bảo vệ,,self-employed,14498281,Vũng Tàu,south_east,False,False,100,A
worker_0644,38,female,primary,widowed,sửa chữa|tay nghề|thợ|salary_range,15,Bình Dương,Thợ lành nghề,,self-employed,5442142,Bình Dương,south_east,False,False,100,A
worker_0645,63,female,college,married,lắp ráp|sản xuất|vận hành máy|salary_range,30,Hải Dương,Công nhân sản xuất,location|family|techGap,unemployed,0,Hải Dương,north,False,False,100,A
worker_0646,42,male,primary,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,13,Buôn Ma Thuột,Nhân viên kho vận,family,employed,7221234,Buôn Ma Thuột,central_highlands,False,False,100,A
