id,age,gender,education,marital_status,skills,experience_years,location,target_job,barriers,employment_status,current_salary
worker_0507,54,male,primary,single,salary_range,29,Đà Nẵng,Lái xe,other|location,employed,3738165
worker_0508,46,male,high,single,salary_range|skills,16,Nam Định,Giúp việc / Dịch vụ,other,self-employed,11991930
worker_0509,46,other,high,single,skills|salary_range,25,Cần Thơ,Giúp việc / Dịch vụ,,employed,4024907
worker_0510,41,other,high,widowed,salary_range|skills,13,Thanh Hóa,Nhân viên phục vụ,,self-employed,12082787
worker_0511,35,female,vocational,single,skills|salary_range,11,Buôn Ma Thuột,Nhân viên bán hàng,,retired,8913790
worker_0512,39,male,college,divorced,salary_range|skills,10,Thanh Hóa,Nông dân / Nông nghiệp,family|techGap|location,employed,6038002
worker_0513,57,other,vocational,divorced,skills,30,Biên Hòa,Nhân viên bán hàng,techGap|other,unemployed,0
worker_0514,57,female,university,married,skills|salary_range,30,Buôn Ma Thuột,Bảo vệ,family|techGap,self-employed,8830339
worker_0515,62,female,none,married,skills|salary_range,30,Nam Định,Thợ lành nghề,,retired,11882456
worker_0516,52,other,none,widowed,skills|salary_range,23,Hải Phòng,Bảo vệ,family|other|location,employed,14777495
worker_0517,51,female,high,single,skills|salary_range,26,Nam Định,Nông dân / Nông nghiệp,location|other|techGap,retired,13844743
worker_0518,52,male,high,widowed,skills|salary_range,22,Vũng Tàu,Nhân viên bán hàng,location|techGap|family,retired,14052431
worker_0519,38,male,middle,single,skills|salary_range,15,Đà Nẵng,Kế toán / Hành chính,family,self-employed,8088384
worker_0520,45,male,university,divorced,salary_range|skills,18,Hải Dương,Bảo vệ,health,self-employed,8679677
worker_0521,49,female,vocational,widowed,salary_range,19,Vinhy,Kế toán / Hành chính,other|health|techGap,employed,13576662
worker_0522,35,male,college,married,salary_range|skills,13,Nam Định,Bảo vệ,techGap|other|health,employed,8694132
worker_0523,63,male,college,married,salary_range|skills,30,Hà Nội,Nông dân / Nông nghiệp,techGap|location,employed,11550334
worker_0524,60,female,middle,married,salary_range|skills,30,Đà Nẵng,Lao động xây dựng,family|health|other,self-employed,14253620
worker_0525,63,other,none,single,salary_range|skills,30,Nam Định,Nhân viên kho vận,other,employed,7067766
worker_0526,47,female,college,single,salary_range,26,Đà Nẵng,Pha chế,family,unemployed,0
worker_0527,44,female,vocational,divorced,skills|salary_range,24,Cần Thơ,Bảo vệ,location|health,employed,3011367
worker_0528,39,male,none,single,skills,15,Thanh Hóa,Lao động xây dựng,health|other,retired,6540013
worker_0529,44,other,university,widowed,salary_range,23,Thanh Hóa,Nhân viên bán hàng,family|health,unemployed,0
worker_0530,59,other,primary,widowed,skills|salary_range,30,Hải Phòng,Nông dân / Nông nghiệp,location|other|health,unemployed,0
worker_0531,35,female,primary,single,skills|salary_range,11,Qui Nhơn,Pha chế,other|techGap|family,retired,4874336
worker_0532,41,female,college,divorced,salary_range|skills,17,Vĩnh Phúc,Nhân viên kho vận,other|family|location,retired,12374775
worker_0533,64,male,none,married,skills|salary_range,30,Hải Phòng,Nông dân / Nông nghiệp,,unemployed,0
worker_0534,56,male,university,divorced,salary_range,30,Đà Nẵng,Nông dân / Nông nghiệp,,unemployed,0
worker_0535,56,male,none,divorced,salary_range|skills,28,Vĩnh Phúc,Kế toán / Hành chính,other|health,retired,9176238
worker_0536,37,male,none,single,salary_range|skills,8,Qui Nhơn,Nhân viên phục vụ,family,employed,14540104
worker_0537,56,other,college,divorced,salary_range|skills,27,Nha Trang,Nhân viên bán hàng,,retired,3321004
worker_0538,50,other,university,widowed,salary_range,22,Biên Hòa,Nhân viên bán hàng,family|health|location,retired,12392445
worker_0539,45,other,high,single,salary_range|skills,23,Nha Trang,Nhân viên phục vụ,techGap|family|location,self-employed,11695659
worker_0540,46,male,primary,widowed,salary_range|skills,18,Buôn Ma Thuột,Nhân viên kho vận,techGap|location|health,unemployed,0
worker_0541,47,female,none,widowed,skills|salary_range,17,Bình Dương,Thợ lành nghề,family|other|health,unemployed,0
worker_0542,56,other,primary,divorced,salary_range|skills,28,Vinhy,Nông dân / Nông nghiệp,family|location,retired,7061975
worker_0543,62,other,college,single,salary_range|skills,30,Vũng Tàu,Kế toán / Hành chính,,self-employed,13024367
worker_0544,60,male,primary,married,salary_range|skills,30,TP. Hồ Chí Minh,Lái xe,techGap,self-employed,9341329
worker_0545,46,male,none,married,salary_range,21,Thái Nguyên,Thợ lành nghề,other|health,self-employed,7028053
worker_0546,43,female,vocational,widowed,salary_range,16,Hải Phòng,Công nhân sản xuất,health,employed,10150890
worker_0547,48,male,middle,married,salary_range|skills,25,Thái Nguyên,Công nhân sản xuất,techGap,self-employed,11055244
worker_0548,53,other,university,married,salary_range|skills,29,Biên Hòa,Nông dân / Nông nghiệp,techGap|health|other,retired,6205990
worker_0549,39,male,vocational,married,skills|salary_range,14,Đà Lạt,Bảo vệ,family|location,self-employed,3579466
worker_0550,38,female,primary,divorced,salary_range,17,Vinhy,Lái xe,techGap|other,unemployed,0
worker_0551,65,other,vocational,widowed,salary_range,30,Cần Thơ,Nhân viên phục vụ,health|family|location,retired,14435771
worker_0552,36,male,none,married,skills|salary_range,9,Đà Lạt,Lao động xây dựng,,self-employed,13529682
worker_0553,64,female,middle,single,skills|salary_range,30,Bình Dương,Bảo vệ,location|techGap|health,retired,7122637
worker_0554,43,female,primary,single,salary_range|skills,14,Nam Định,Pha chế,,self-employed,14196377
worker_0555,43,male,high,divorced,skills|salary_range,23,Huế,Thợ lành nghề,family|location|health,self-employed,13849806
worker_0556,52,male,middle,married,salary_range|skills,28,Nha Trang,Kế toán / Hành chính,,retired,11412786
worker_0557,61,female,middle,single,salary_range|skills,30,Hải Dương,Nhân viên bán hàng,family|health|techGap,employed,8016873
worker_0558,60,other,college,divorced,skills,30,TP. Hồ Chí Minh,Nhân viên phục vụ,techGap,employed,5131183
worker_0559,40,male,college,married,salary_range|skills,10,Bình Dương,Nông dân / Nông nghiệp,techGap|family,retired,9942880
worker_0560,49,female,vocational,married,salary_range|skills,24,Hải Dương,Lái xe,other|health,self-employed,13212068
worker_0561,46,other,vocational,single,skills|salary_range,16,Qui Nhơn,Giúp việc / Dịch vụ,other|family|location,employed,5059705
worker_0562,43,female,vocational,married,salary_range|skills,14,Buôn Ma Thuột,Bảo vệ,family|other,retired,9784813
worker_0563,65,other,college,married,skills|salary_range,30,TP. Hồ Chí Minh,Lao động xây dựng,,employed,10232570
worker_0564,43,other,none,married,skills|salary_range,21,Vũng Tàu,Bảo vệ,,employed,3957176
worker_0565,47,other,high,divorced,salary_range|skills,27,Nha Trang,Lái xe,techGap|other,self-employed,10451393
worker_0566,56,other,college,divorced,salary_range|skills,30,Cần Thơ,Nhân viên bán hàng,location|health|family,employed,14302756
worker_0567,52,female,primary,single,salary_range|skills,27,TP. Hồ Chí Minh,Nhân viên bán hàng,location|techGap,unemployed,0
worker_0568,54,female,college,single,salary_range|skills,30,Huế,Nông dân / Nông nghiệp,other|techGap|health,self-employed,9308916
worker_0569,58,male,university,divorced,salary_range|skills,29,Nam Định,Pha chế,techGap|family,employed,6256701
worker_0570,35,male,high,divorced,skills|salary_range,11,Bắc Ninh,Kế toán / Hành chính,family|other,employed,8137136
worker_0571,43,male,vocational,widowed,skills|salary_range,15,Đà Nẵng,Pha chế,family|other,retired,12096982
worker_0572,58,male,middle,married,skills|salary_range,30,Thanh Hóa,Nhân viên kho vận,location|techGap,retired,12405148
worker_0573,35,female,high,widowed,salary_range|skills,9,Bắc Ninh,Bảo vệ,family|location,retired,12110950
worker_0574,42,female,middle,divorced,salary_range|skills,18,Nha Trang,Nông dân / Nông nghiệp,,self-employed,5382281
worker_0575,44,other,college,widowed,skills,16,Hà Nội,Công nhân sản xuất,,unemployed,0
worker_0576,39,male,none,divorced,skills|salary_range,13,Vĩnh Phúc,Công nhân sản xuất,other|health,employed,3933350
worker_0577,57,female,university,married,salary_range|skills,30,Qui Nhơn,Nhân viên bán hàng,,self-employed,11113041
worker_0578,40,other,vocational,married,salary_range|skills,12,Qui Nhơn,Lao động xây dựng,health,retired,9906795
worker_0579,55,female,vocational,widowed,skills|salary_range,27,Cần Thơ,Giúp việc / Dịch vụ,,employed,10269564
worker_0580,59,other,vocational,divorced,skills|salary_range,30,Buôn Ma Thuột,Nhân viên kho vận,,employed,8214046
worker_0581,63,female,none,widowed,skills|salary_range,30,Bình Dương,Nông dân / Nông nghiệp,techGap|other|location,unemployed,0
worker_0582,57,male,primary,widowed,salary_range,30,Nha Trang,Nhân viên kho vận,health|location|family,retired,13689308
worker_0583,57,male,high,single,skills|salary_range,30,Đà Nẵng,Lao động xây dựng,other|family|health,employed,11145610
worker_0584,58,female,high,single,skills|salary_range,30,Bắc Ninh,Thợ lành nghề,techGap|location|health,retired,14697434
worker_0585,56,female,vocational,widowed,salary_range|skills,26,Vinhy,Pha chế,techGap|location|health,retired,11218034
worker_0586,65,female,primary,married,skills|salary_range,30,Đà Nẵng,Bảo vệ,family|health,employed,3010232
worker_0587,63,male,vocational,widowed,skills|salary_range,30,Đà Nẵng,Thợ lành nghề,health|other|location,unemployed,0
worker_0588,40,male,vocational,widowed,skills|salary_range,14,Thái Nguyên,Nhân viên bán hàng,family,unemployed,0
worker_0589,37,female,college,married,skills,17,Đà Nẵng,Nhân viên phục vụ,family|location|techGap,unemployed,0
worker_0590,52,male,college,married,skills|salary_range,27,Biên Hòa,Công nhân sản xuất,family|location,employed,14340689
worker_0591,37,female,primary,single,skills,10,Đà Nẵng,Nhân viên kho vận,location|family,self-employed,8090504
worker_0592,46,female,primary,divorced,salary_range|skills,23,Đà Nẵng,Pha chế,techGap,self-employed,10907800
worker_0593,65,male,college,widowed,skills|salary_range,30,Bắc Ninh,Lao động xây dựng,family,unemployed,0
worker_0594,55,other,college,widowed,salary_range,30,Hà Nội,Thợ lành nghề,techGap|location,employed,3439938
worker_0595,48,other,middle,widowed,skills|salary_range,21,Nam Định,Lái xe,other|family|health,unemployed,0
worker_0596,56,other,college,divorced,skills|salary_range,27,Vĩnh Phúc,Nhân viên bán hàng,,self-employed,9928526
worker_0597,54,other,none,married,salary_range|skills,24,Bắc Ninh,Lái xe,location|techGap,self-employed,7105794
worker_0598,35,male,college,widowed,skills|salary_range,14,Thanh Hóa,Nông dân / Nông nghiệp,other,retired,6059597
worker_0599,46,male,university,married,skills,20,Qui Nhơn,Nhân viên phục vụ,location,retired,5118785
worker_0600,49,female,university,married,salary_range|skills,22,Đà Nẵng,Lao động xây dựng,family,employed,3647407
worker_0601,49,male,university,divorced,salary_range|skills,21,Thanh Hóa,Thợ lành nghề,,unemployed,0
worker_0602,39,other,college,divorced,skills|salary_range,17,TP. Hồ Chí Minh,Nhân viên bán hàng,techGap|location,employed,8263827
worker_0603,63,other,college,divorced,skills|salary_range,30,Vinhy,Lao động xây dựng,techGap|family|other,self-employed,12837381
worker_0604,48,male,high,married,skills,18,Qui Nhơn,Nhân viên kho vận,,retired,5780883
worker_0605,48,other,middle,married,salary_range|skills,19,Biên Hòa,Kế toán / Hành chính,techGap|health|other,employed,3039433
worker_0606,47,female,high,single,skills|salary_range,17,Nam Định,Bảo vệ,techGap,self-employed,6509612
worker_0607,49,male,primary,single,skills|salary_range,29,TP. Hồ Chí Minh,Bảo vệ,health|family|other,self-employed,9985036
worker_0608,52,male,middle,divorced,salary_range|skills,28,Cần Thơ,Giúp việc / Dịch vụ,other|techGap,unemployed,0
worker_0609,36,male,high,single,salary_range|skills,9,Qui Nhơn,Giúp việc / Dịch vụ,location|techGap,employed,14101274
worker_0610,39,female,high,widowed,skills,14,Vũng Tàu,Thợ lành nghề,family|location|other,self-employed,13599293
worker_0611,54,male,vocational,divorced,skills|salary_range,27,Đà Lạt,Bảo vệ,health,self-employed,6948813
worker_0612,61,female,vocational,married,skills|salary_range,30,Đà Nẵng,Thợ lành nghề,,employed,9132896
worker_0613,37,other,vocational,single,skills|salary_range,14,Qui Nhơn,Công nhân sản xuất,health|family|location,retired,9883611
worker_0614,60,female,college,married,skills|salary_range,30,Bình Dương,Giúp việc / Dịch vụ,techGap,retired,11404875
worker_0615,35,male,vocational,divorced,skills|salary_range,5,Vĩnh Phúc,Giúp việc / Dịch vụ,techGap,unemployed,0
worker_0616,36,other,primary,divorced,skills|salary_range,11,Qui Nhơn,Bảo vệ,location,retired,11400691
worker_0617,53,other,high,single,salary_range,23,Thanh Hóa,Công nhân sản xuất,location|other,unemployed,0
worker_0618,38,other,high,widowed,skills|salary_range,15,Cần Thơ,Thợ lành nghề,health|location,retired,8005315
worker_0619,52,female,university,married,skills|salary_range,25,TP. Hồ Chí Minh,Thợ lành nghề,,self-employed,13753970
worker_0620,61,other,middle,widowed,salary_range|skills,30,Bắc Ninh,Công nhân sản xuất,other|family,self-employed,13439377
worker_0621,49,other,college,married,salary_range|skills,21,Vũng Tàu,Pha chế,family|other,self-employed,14851328
worker_0622,45,other,none,married,skills|salary_range,23,Bắc Ninh,Giúp việc / Dịch vụ,,employed,13477513
worker_0623,62,male,high,single,salary_range|skills,30,Đà Nẵng,Thợ lành nghề,techGap|health|family,unemployed,0
worker_0624,41,other,middle,widowed,skills|salary_range,12,Nha Trang,Giúp việc / Dịch vụ,,employed,3650793
worker_0625,46,male,university,divorced,skills|salary_range,19,Vinhy,Nhân viên bán hàng,location,retired,9069805
worker_0626,57,female,college,married,skills,30,Cần Thơ,Lao động xây dựng,location,self-employed,13828329
worker_0627,53,other,middle,single,skills|salary_range,29,Bình Dương,Giúp việc / Dịch vụ,techGap,self-employed,6881578
worker_0628,54,female,middle,single,skills|salary_range,24,Thái Nguyên,Giúp việc / Dịch vụ,other|family,self-employed,13211991
worker_0629,59,female,middle,divorced,salary_range|skills,30,Biên Hòa,Lao động xây dựng,,employed,14949040
worker_0630,56,female,none,single,salary_range|skills,27,Biên Hòa,Công nhân sản xuất,techGap,retired,8387164
worker_0631,63,male,primary,single,salary_range|skills,30,Hải Phòng,Thợ lành nghề,other,self-employed,4382667
worker_0632,45,male,high,widowed,skills|salary_range,20,Đà Lạt,Nhân viên bán hàng,other,unemployed,0
worker_0633,48,male,high,divorced,skills|salary_range,20,Biên Hòa,Bảo vệ,location,self-employed,11436973
worker_0634,57,other,vocational,widowed,skills|salary_range,30,TP. Hồ Chí Minh,Lái xe,health|techGap|other,retired,3397967
worker_0635,38,male,university,divorced,skills|salary_range,15,Vũng Tàu,Nhân viên bán hàng,,retired,9869909
worker_0636,51,male,college,single,salary_range|skills,26,Qui Nhơn,Thợ lành nghề,,self-employed,6238017
worker_0637,47,male,university,single,salary_range,23,Nha Trang,Lao động xây dựng,family,retired,6424282
worker_0638,54,female,middle,married,skills,30,Biên Hòa,Lái xe,family|location|techGap,unemployed,0
worker_0639,46,other,high,divorced,skills|salary_range,24,Buôn Ma Thuột,Công nhân sản xuất,family,employed,9280472
worker_0640,60,male,college,married,skills,30,Thanh Hóa,Nhân viên phục vụ,health,self-employed,11896993
worker_0641,59,other,vocational,divorced,salary_range|skills,30,Huế,Nhân viên kho vận,,self-employed,4690069
worker_0642,39,male,high,married,salary_range|skills,13,Hải Dương,Kế toán / Hành chính,,self-employed,9492859
worker_0643,48,other,none,married,skills,18,Vũng Tàu,Bảo vệ,,self-employed,14498281
worker_0644,38,female,primary,widowed,salary_range|skills,15,Bình Dương,Thợ lành nghề,,self-employed,5442142
worker_0645,63,female,college,married,skills|salary_range,30,Hải Dương,Công nhân sản xuất,location|family|techGap,unemployed,0
worker_0646,42,male,none,divorced,skills|salary_range,13,Buôn Ma Thuột,Nhân viên kho vận,family,employed,7221234
worker_0647,63,other,vocational,widowed,skills,30,Đà Nẵng,Công nhân sản xuất,techGap|health|family,self-employed,12752553
worker_0648,65,male,high,widowed,salary_range|skills,30,Đà Nẵng,Lái xe,location|techGap|other,unemployed,0
worker_0649,58,male,none,married,salary_range|skills,30,Hải Dương,Bảo vệ,techGap,employed,10360747
worker_0650,40,other,high,married,skills|salary_range,20,Bình Dương,Giúp việc / Dịch vụ,techGap|other|family,employed,8848028
worker_0651,57,male,vocational,married,salary_range|skills,30,Thanh Hóa,Bảo vệ,family,employed,11476418
worker_0652,46,male,high,widowed,skills|salary_range,17,Hải Dương,Nhân viên bán hàng,health|location|techGap,retired,11219245
worker_0653,49,other,high,divorced,salary_range|skills,21,Đà Nẵng,Kế toán / Hành chính,,retired,12612344
worker_0654,59,other,none,divorced,skills|salary_range,30,Hà Nội,Nông dân / Nông nghiệp,health|techGap,self-employed,7100746
worker_0655,46,other,vocational,single,skills|salary_range,19,Cần Thơ,Nhân viên kho vận,family,retired,3478746
worker_0656,57,other,primary,married,salary_range|skills,30,Vinhy,Bảo vệ,techGap|family,unemployed,0
worker_0657,57,other,none,widowed,skills|salary_range,29,Cần Thơ,Thợ lành nghề,techGap,retired,8925725
worker_0658,35,male,none,married,salary_range|skills,14,Vinhy,Thợ lành nghề,health|other,self-employed,12298529
worker_0659,36,male,college,single,skills|salary_range,7,Bình Dương,Nông dân / Nông nghiệp,techGap|health,retired,12752228
worker_0660,58,male,high,divorced,skills,30,Vinhy,Công nhân sản xuất,,retired,3004545
worker_0661,63,male,middle,single,salary_range|skills,30,Hải Phòng,Công nhân sản xuất,location,unemployed,0
worker_0662,65,other,vocational,married,skills|salary_range,30,Vĩnh Phúc,Thợ lành nghề,family,unemployed,0
worker_0663,41,other,university,married,salary_range,14,Hải Dương,Giúp việc / Dịch vụ,location|other,unemployed,0
worker_0664,56,female,vocational,married,skills|salary_range,29,Hải Dương,Lao động xây dựng,location,self-employed,12301140
worker_0665,46,female,high,widowed,salary_range|skills,18,Huế,Bảo vệ,family|health|location,unemployed,0
worker_0666,45,male,none,married,skills|salary_range,15,Thanh Hóa,Lái xe,other|techGap,employed,6014748
worker_0667,53,female,middle,single,salary_range|skills,23,Hải Dương,Công nhân sản xuất,,employed,10901409
worker_0668,65,other,college,single,salary_range|skills,30,Thanh Hóa,Nhân viên phục vụ,health,unemployed,0
worker_0669,49,other,primary,single,salary_range|skills,22,Hà Nội,Giúp việc / Dịch vụ,techGap,retired,10030699
worker_0670,50,other,none,single,skills|salary_range,27,Đà Lạt,Thợ lành nghề,,retired,11487172
worker_0671,59,other,middle,divorced,salary_range|skills,30,Hà Nội,Công nhân sản xuất,health|location,retired,11449616
worker_0672,55,female,vocational,widowed,salary_range|skills,30,Nha Trang,Giúp việc / Dịch vụ,,unemployed,0
worker_0673,52,female,primary,married,salary_range|skills,24,Đà Nẵng,Nhân viên phục vụ,techGap|health,self-employed,6779241
worker_0674,46,female,middle,widowed,skills|salary_range,16,Qui Nhơn,Công nhân sản xuất,techGap|family|health,retired,14942920
worker_0675,52,female,none,divorced,skills,27,Vĩnh Phúc,Nông dân / Nông nghiệp,,unemployed,0
worker_0676,56,other,middle,divorced,skills|salary_range,30,Hải Dương,Nông dân / Nông nghiệp,other,retired,3461568
worker_0677,52,other,primary,divorced,skills,27,Hải Dương,Công nhân sản xuất,family|techGap|health,employed,9075422
worker_0678,50,other,primary,married,skills|salary_range,27,Nam Định,Bảo vệ,,retired,14065454
worker_0679,57,male,high,widowed,salary_range|skills,28,Hà Nội,Giúp việc / Dịch vụ,location|techGap|health,retired,7094236
worker_0680,62,male,high,married,skills|salary_range,30,Vĩnh Phúc,Lái xe,location,retired,9793383
worker_0681,43,male,university,married,salary_range|skills,13,Biên Hòa,Giúp việc / Dịch vụ,family|health|techGap,employed,11045416
worker_0682,39,male,none,single,salary_range|skills,19,Buôn Ma Thuột,Nhân viên phục vụ,other|location,employed,3693119
worker_0683,58,other,high,divorced,skills|salary_range,29,Qui Nhơn,Nhân viên kho vận,location,employed,5745601
worker_0684,56,male,vocational,single,salary_range|skills,26,Hải Phòng,Lao động xây dựng,family|location,retired,9463546
worker_0685,46,male,middle,married,skills|salary_range,20,Thái Nguyên,Lái xe,health|family,retired,4211397
worker_0686,42,male,vocational,widowed,salary_range|skills,15,Huế,Nhân viên phục vụ,other,self-employed,5025080
worker_0687,36,female,vocational,widowed,skills|salary_range,15,TP. Hồ Chí Minh,Nhân viên kho vận,location|techGap,retired,10347036
worker_0688,51,male,high,married,skills|salary_range,28,Bắc Ninh,Nhân viên bán hàng,,retired,14619426
worker_0689,61,female,primary,widowed,skills,30,Nam Định,Công nhân sản xuất,family|location,employed,3955897
worker_0690,47,female,middle,married,salary_range|skills,20,Thanh Hóa,Lái xe,other|family|location,retired,5644174
worker_0691,52,male,vocational,divorced,skills|salary_range,22,Thái Nguyên,Kế toán / Hành chính,family|other|health,self-employed,11059143
worker_0692,35,female,middle,divorced,skills|salary_range,15,Buôn Ma Thuột,Pha chế,techGap|family|location,unemployed,0
worker_0693,46,male,university,single,skills|salary_range,20,Hải Dương,Lao động xây dựng,location|other|techGap,self-employed,13107371
worker_0694,40,male,high,widowed,salary_range|skills,11,Biên Hòa,Bảo vệ,other|techGap|location,unemployed,0
worker_0695,46,male,college,widowed,salary_range,24,Hải Dương,Nhân viên bán hàng,,self-employed,10905755
worker_0696,37,male,middle,widowed,salary_range|skills,14,Buôn Ma Thuột,Nhân viên phục vụ,health,unemployed,0
worker_0697,36,male,high,divorced,skills|salary_range,11,Bắc Ninh,Nhân viên phục vụ,,self-employed,11499702
worker_0698,49,female,college,single,salary_range|skills,24,Vĩnh Phúc,Bảo vệ,health|other,employed,5369736
worker_0699,44,male,vocational,divorced,skills|salary_range,20,Thái Nguyên,Nhân viên kho vận,family,retired,7361423
worker_0700,39,other,high,widowed,salary_range|skills,11,Đà Lạt,Nhân viên phục vụ,,self-employed,13733986
worker_0701,42,female,vocational,single,skills,19,Qui Nhơn,Pha chế,location|health,self-employed,4643056
worker_0702,47,female,high,widowed,skills,26,Bắc Ninh,Kế toán / Hành chính,family,employed,12740225
worker_0703,54,other,high,single,skills|salary_range,27,Bình Dương,Pha chế,techGap|other|family,self-employed,4436722
worker_0704,44,other,middle,single,salary_range|skills,22,Hải Dương,Công nhân sản xuất,health,self-employed,3780631
worker_0705,40,female,university,widowed,salary_range|skills,17,Biên Hòa,Nhân viên kho vận,,self-employed,7518209
worker_0706,52,female,primary,divorced,salary_range|skills,27,Nha Trang,Bảo vệ,health|techGap,self-employed,13690254
worker_0707,37,other,middle,married,skills|salary_range,13,Huế,Kế toán / Hành chính,techGap|family|other,employed,5618540
worker_0708,53,male,vocational,divorced,skills|salary_range,23,Nha Trang,Pha chế,techGap,self-employed,5819565
worker_0709,42,other,primary,divorced,skills,21,Bắc Ninh,Nhân viên bán hàng,techGap|health,self-employed,14989504
worker_0710,40,other,university,divorced,salary_range|skills,15,Qui Nhơn,Nhân viên kho vận,location|health|techGap,employed,11052885
worker_0711,39,female,primary,single,skills|salary_range,14,Đà Lạt,Lao động xây dựng,family|other,retired,13891902
worker_0712,65,female,college,married,salary_range|skills,30,Vinhy,Giúp việc / Dịch vụ,health|family,self-employed,7024892
worker_0713,53,other,primary,widowed,salary_range|skills,30,Bình Dương,Bảo vệ,,employed,5975857
worker_0714,39,male,none,divorced,skills|salary_range,16,Hải Phòng,Bảo vệ,family|techGap|location,retired,13646763
worker_0715,43,female,primary,single,skills|salary_range,19,Bắc Ninh,Bảo vệ,,unemployed,0
worker_0716,54,female,middle,divorced,skills,30,Nha Trang,Giúp việc / Dịch vụ,family|other,unemployed,0
worker_0717,51,male,none,divorced,skills|salary_range,30,Hải Dương,Bảo vệ,other|techGap|location,retired,5454110
worker_0718,57,male,university,widowed,skills|salary_range,30,Hà Nội,Công nhân sản xuất,techGap|other,self-employed,8017310
worker_0719,50,female,college,divorced,skills|salary_range,30,Huế,Nhân viên kho vận,techGap,retired,7083541
worker_0720,42,other,primary,married,salary_range|skills,19,Hà Nội,Nông dân / Nông nghiệp,health,self-employed,6864740
worker_0721,46,male,vocational,married,salary_range,24,Thái Nguyên,Kế toán / Hành chính,family,unemployed,0
worker_0722,57,male,none,widowed,salary_range|skills,29,Qui Nhơn,Công nhân sản xuất,location|health,unemployed,0
worker_0723,54,other,high,single,salary_range|skills,24,Biên Hòa,Nông dân / Nông nghiệp,techGap|family|location,retired,10542013
worker_0724,39,male,college,widowed,salary_range|skills,17,Huế,Kế toán / Hành chính,,self-employed,5554322
worker_0725,51,male,none,single,skills|salary_range,25,Bình Dương,Nhân viên bán hàng,,employed,7135992
worker_0726,53,female,high,widowed,salary_range|skills,23,Đà Nẵng,Bảo vệ,,retired,9343473
worker_0727,39,male,university,single,salary_range|skills,11,Bình Dương,Nông dân / Nông nghiệp,other|location|family,retired,3138683
worker_0728,57,male,none,married,salary_range|skills,30,Vĩnh Phúc,Giúp việc / Dịch vụ,location|techGap,unemployed,0
worker_0729,51,other,high,divorced,salary_range|skills,28,Nha Trang,Pha chế,techGap|health|other,employed,7456822
worker_0730,48,female,middle,married,salary_range|skills,27,Cần Thơ,Kế toán / Hành chính,,retired,3348753
worker_0731,39,male,college,divorced,skills|salary_range,15,Nam Định,Lái xe,techGap|family,retired,10653622
worker_0732,41,other,middle,married,skills|salary_range,13,Nha Trang,Lao động xây dựng,health|location,self-employed,8717801
worker_0733,62,other,vocational,divorced,skills|salary_range,30,Qui Nhơn,Bảo vệ,health|family|techGap,self-employed,14327483
worker_0734,53,male,vocational,single,skills|salary_range,24,Nam Định,Nhân viên kho vận,location|techGap|other,unemployed,0
worker_0735,51,male,none,widowed,salary_range|skills,26,Vĩnh Phúc,Kế toán / Hành chính,techGap,self-employed,7319939
worker_0736,41,female,university,married,skills|salary_range,14,TP. Hồ Chí Minh,Nhân viên kho vận,family|other,unemployed,0
worker_0737,50,other,middle,divorced,salary_range|skills,24,Đà Nẵng,Kế toán / Hành chính,health,unemployed,0
worker_0738,45,female,middle,divorced,salary_range|skills,23,Qui Nhơn,Công nhân sản xuất,,self-employed,14291525
worker_0739,49,other,primary,widowed,salary_range|skills,28,Hải Phòng,Nhân viên kho vận,techGap|location,retired,4897539
worker_0740,43,other,middle,divorced,salary_range|skills,15,Hải Phòng,Lái xe,location,retired,8476485
worker_0741,59,male,middle,married,skills|salary_range,30,Hải Dương,Lái xe,health,self-employed,12580256
worker_0742,44,other,primary,single,salary_range|skills,23,Qui Nhơn,Công nhân sản xuất,other|health,retired,11939470
worker_0743,36,male,college,married,skills,12,Biên Hòa,Thợ lành nghề,other|family|location,retired,13099989
worker_0744,60,male,high,divorced,skills|salary_range,30,Cần Thơ,Lái xe,,employed,9491571
worker_0745,64,other,university,divorced,salary_range|skills,30,Vĩnh Phúc,Bảo vệ,location|techGap|health,employed,13742122
worker_0746,65,male,high,widowed,salary_range|skills,30,Bình Dương,Pha chế,location,employed,4389271
worker_0747,63,male,vocational,single,skills|salary_range,30,Đà Nẵng,Bảo vệ,,employed,4901503
worker_0748,44,male,vocational,divorced,salary_range|skills,14,Hà Nội,Thợ lành nghề,,retired,11905846
worker_0749,41,female,primary,married,salary_range,14,Biên Hòa,Nhân viên kho vận,techGap,self-employed,13845635
worker_0750,56,female,middle,widowed,salary_range,30,Bình Dương,Bảo vệ,other,unemployed,0
worker_0751,46,male,vocational,single,skills|salary_range,26,Hà Nội,Kế toán / Hành chính,,retired,10258098
worker_0752,47,female,college,married,salary_range|skills,24,Biên Hòa,Nhân viên bán hàng,family|health,employed,11753200
worker_0753,64,female,vocational,married,skills|salary_range,30,TP. Hồ Chí Minh,Công nhân sản xuất,,retired,5080747
worker_0754,46,other,high,divorced,skills|salary_range,25,Nam Định,Bảo vệ,,unemployed,0
worker_0755,63,other,university,married,skills|salary_range,30,Vĩnh Phúc,Nhân viên bán hàng,techGap|health,retired,13476723
worker_0756,50,female,middle,married,salary_range,29,Thanh Hóa,Nhân viên kho vận,techGap,retired,7590824
worker_0757,64,female,high,widowed,salary_range|skills,30,Bắc Ninh,Nhân viên phục vụ,techGap|family|health,employed,14411337
