id,age,gender,education,marital_status,skills,experience_years,location,target_job,barriers,employment_status,current_salary,education_level_num,skills_normalized,barrier_health,barrier_family,barrier_techGap,barrier_location,barrier_language,barrier_score,barrier_level,region,location_normalized,cleaned_at
worker_0315,55,female,college,married,salary_range|skills,30.0,Hà Nội,Thợ lành nghề,location,self-employed,10310296,4,True,0,0,0,1,0,1.0,low,north,hà nội,2026-04-19T00:38:59.554371
worker_0316,43,male,university,single,salary_range|skills,20.0,Đà Nẵng,Công nhân sản xuất,health|family|other,self-employed,11717633,5,True,1,1,0,0,0,3.5,medium,central,đà nẵng,2026-04-19T00:38:59.554420
worker_0318,56,other,college,widowed,salary_range|skills,30.0,Nam Định,Nhân viên kho vận,family,self-employed,12570027,4,True,0,1,0,0,0,1.5,low,north,nam định,2026-04-19T00:38:59.554572
worker_0319,57,male,primary,married,salary_range|skills,30.0,Hà Nội,Pha chế,other,unemployed,0,1,True,0,0,0,0,0,0.0,low,north,hà nội,2026-04-19T00:38:59.554611
worker_0320,60,female,upper_secondary,widowed,salary_range|skills,30.0,Vũng Tàu,Giúp việc / Dịch vụ,techGap|other,unemployed,0,3,True,0,0,1,0,0,1.5,low,south_east,vũng tàu,2026-04-19T00:38:59.554655
worker_0321,45,male,university,married,salary_range|skills,23.0,Cần Thơ,Nông dân / Nông nghiệp,techGap,retired,9136094,5,True,0,0,1,0,0,1.5,low,mekong,cần thơ,2026-04-19T00:38:59.554696
worker_0322,50,other,primary,married,salary_range|skills,21.0,Vũng Tàu,Bảo vệ,techGap,unemployed,0,1,True,0,0,1,0,0,1.5,low,south_east,vũng tàu,2026-04-19T00:38:59.554737
worker_0323,38,female,college,divorced,salary_range|skills,12.0,Hải Dương,Kế toán / Hành chính,techGap|other,employed,8228327,4,True,0,0,1,0,0,1.5,low,north,hải dương,2026-04-19T00:38:59.554780
worker_0324,64,female,primary,single,salary_range|skills,30.0,Hải Phòng,Bảo vệ,techGap,employed,14082708,1,True,0,0,1,0,0,1.5,low,north,hải phòng,2026-04-19T00:38:59.554933
worker_0325,39,male,university,widowed,salary_range|skills,13.0,Bình Dương,Bảo vệ,,retired,11377427,5,True,0,0,0,0,0,0.0,low,south_east,bình dương,2026-04-19T00:38:59.554978
worker_0326,57,male,college,single,salary_range|skills,27.0,Nha Trang,Bảo vệ,location|techGap,self-employed,12452971,4,True,0,0,1,1,0,2.5,medium,central,khánh hòa,2026-04-19T00:38:59.555006
worker_0327,55,female,primary,married,salary_range|skills,30.0,Huế,Nông dân / Nông nghiệp,family,employed,6244651,1,True,0,1,0,0,0,1.5,low,central,thừa thiên huế,2026-04-19T00:38:59.555030
worker_0328,60,male,primary,widowed,salary_range|skills,30.0,Bình Dương,Giúp việc / Dịch vụ,techGap|family,retired,14781635,1,True,0,1,1,0,0,3.0,medium,south_east,bình dương,2026-04-19T00:38:59.555069
worker_0330,44,other,upper_secondary,single,salary_range|skills,23.0,Hải Phòng,Nhân viên kho vận,location|health,employed,5971609,3,True,1,0,0,1,0,3.0,medium,north,hải phòng,2026-04-19T00:38:59.555165
worker_0331,46,other,upper_secondary,single,salary_range|skills,18.0,Vĩnh Phúc,Nông dân / Nông nghiệp,health,self-employed,4394309,3,True,1,0,0,0,0,2.0,medium,north,vĩnh phúc,2026-04-19T00:38:59.555227
worker_0332,60,female,primary,divorced,salary_range|skills,30.0,Bình Dương,Nông dân / Nông nghiệp,health|techGap,retired,12878205,1,True,1,0,1,0,0,3.5,medium,south_east,bình dương,2026-04-19T00:38:59.555273
worker_0333,65,other,university,single,salary_range|skills,30.0,Đà Lạt,Nhân viên kho vận,other,self-employed,8499989,5,True,0,0,0,0,0,0.0,low,central_highlands,lâm đồng,2026-04-19T00:38:59.555294
worker_0334,61,other,college,single,salary_range|skills,30.0,Thanh Hóa,Công nhân sản xuất,,self-employed,12794584,4,True,0,0,0,0,0,0.0,low,north,thanh hóa,2026-04-19T00:38:59.555332
worker_0335,47,female,upper_secondary,married,salary_range|skills,23.0,TP. Hồ Chí Minh,Lao động xây dựng,family|techGap|location,self-employed,11823202,3,True,0,1,1,1,0,4.0,medium,south_east,hồ chí minh,2026-04-19T00:38:59.555391
worker_0337,55,female,upper_secondary,single,salary_range|skills,30.0,Hải Dương,Thợ lành nghề,location|health,unemployed,0,3,True,1,0,0,1,0,3.0,medium,north,hải dương,2026-04-19T00:38:59.555485
worker_0338,60,male,primary,divorced,salary_range|skills,30.0,Huế,Lao động xây dựng,health|other,retired,14034194,1,True,1,0,0,0,0,2.0,medium,central,thừa thiên huế,2026-04-19T00:38:59.555508
worker_0339,55,female,college,divorced,salary_range|skills,30.0,Huế,Lao động xây dựng,health|family,employed,11208214,4,True,1,1,0,0,0,3.5,medium,central,thừa thiên huế,2026-04-19T00:38:59.555537
worker_0340,42,other,upper_secondary,single,salary_range|skills,17.0,Vũng Tàu,Lái xe,,retired,14504468,3,True,0,0,0,0,0,0.0,low,south_east,vũng tàu,2026-04-19T00:38:59.555574
worker_0342,61,other,primary,married,salary_range,30.0,Đà Nẵng,Kế toán / Hành chính,other,retired,5537576,1,True,0,0,0,0,0,0.0,low,central,đà nẵng,2026-04-19T00:38:59.555706
worker_0344,44,other,upper_secondary,divorced,salary_range|skills,23.0,Cần Thơ,Giúp việc / Dịch vụ,,retired,8067729,3,True,0,0,0,0,0,0.0,low,mekong,cần thơ,2026-04-19T00:38:59.555880
worker_0345,49,female,upper_secondary,single,salary_range|skills,19.0,TP. Hồ Chí Minh,Lái xe,techGap|location,unemployed,0,3,True,0,0,1,1,0,2.5,medium,south_east,hồ chí minh,2026-04-19T00:38:59.555926
worker_0348,41,other,upper_secondary,widowed,skills,21.0,Hải Dương,Giúp việc / Dịch vụ,location|other,unemployed,0,3,True,0,0,0,1,0,1.0,low,north,hải dương,2026-04-19T00:38:59.556352
worker_0349,38,female,upper_secondary,married,salary_range|skills,11.0,TP. Hồ Chí Minh,Kế toán / Hành chính,family|health,retired,8074318,3,True,1,1,0,0,0,3.5,medium,south_east,hồ chí minh,2026-04-19T00:38:59.556421
worker_0350,38,other,university,divorced,salary_range|skills,10.0,Bắc Ninh,Bảo vệ,other,employed,7599483,5,True,0,0,0,0,0,0.0,low,north,bắc ninh,2026-04-19T00:38:59.556481
worker_0351,55,male,primary,married,salary_range|skills,30.0,Nam Định,Lao động xây dựng,other|family,unemployed,0,1,True,0,1,0,0,0,1.5,low,north,nam định,2026-04-19T00:38:59.556552
worker_0352,47,male,upper_secondary,widowed,salary_range,17.0,Vinhy,Lái xe,,retired,3709216,3,True,0,0,0,0,0,0.0,low,north,nghệ an,2026-04-19T00:38:59.556595
worker_0353,47,other,university,widowed,salary_range|skills,22.0,Vinhy,Nhân viên bán hàng,health|location|family,retired,12454116,5,True,1,1,0,1,0,4.5,medium,north,nghệ an,2026-04-19T00:38:59.556644
worker_0354,55,other,upper_secondary,single,salary_range|skills,30.0,Đà Nẵng,Lao động xây dựng,family|location,self-employed,8880892,3,True,0,1,0,1,0,2.5,medium,central,đà nẵng,2026-04-19T00:38:59.556693
worker_0355,57,female,upper_secondary,single,salary_range|skills,28.0,Bình Dương,Bảo vệ,other|health,self-employed,8483106,3,True,1,0,0,0,0,2.0,medium,south_east,bình dương,2026-04-19T00:38:59.556734
worker_0356,43,female,college,single,salary_range|skills,21.0,Vĩnh Phúc,Kế toán / Hành chính,,employed,6786309,4,True,0,0,0,0,0,0.0,low,north,vĩnh phúc,2026-04-19T00:38:59.556790
worker_0357,37,female,upper_secondary,single,salary_range,14.0,TP. Hồ Chí Minh,Pha chế,location|techGap,retired,14581029,3,True,0,0,1,1,0,2.5,medium,south_east,hồ chí minh,2026-04-19T00:38:59.556846
worker_0360,59,other,upper_secondary,widowed,salary_range|skills,30.0,Nha Trang,Nông dân / Nông nghiệp,,retired,3670528,3,True,0,0,0,0,0,0.0,low,central,khánh hòa,2026-04-19T00:38:59.557038
worker_0361,41,female,college,divorced,salary_range|skills,18.0,Cần Thơ,Lao động xây dựng,location|family,retired,5077602,4,True,0,1,0,1,0,2.5,medium,mekong,cần thơ,2026-04-19T00:38:59.557092
worker_0362,53,female,upper_secondary,single,salary_range|skills,27.0,Hải Phòng,Công nhân sản xuất,techGap|other,employed,7766579,3,True,0,0,1,0,0,1.5,low,north,hải phòng,2026-04-19T00:38:59.557138
worker_0363,37,other,college,widowed,salary_range,16.0,Nam Định,Pha chế,techGap,self-employed,13671431,4,True,0,0,1,0,0,1.5,low,north,nam định,2026-04-19T00:38:59.557210
worker_0364,45,female,primary,single,salary_range|skills,20.0,Cần Thơ,Pha chế,other|techGap,self-employed,12572365,1,True,0,0,1,0,0,1.5,low,mekong,cần thơ,2026-04-19T00:38:59.557262
worker_0365,41,male,upper_secondary,divorced,salary_range|skills,17.0,TP. Hồ Chí Minh,Thợ lành nghề,health,employed,7418601,3,True,1,0,0,0,0,2.0,medium,south_east,hồ chí minh,2026-04-19T00:38:59.557309
worker_0366,41,other,upper_secondary,married,salary_range|skills,12.0,Vĩnh Phúc,Giúp việc / Dịch vụ,,retired,4996379,3,True,0,0,0,0,0,0.0,low,north,vĩnh phúc,2026-04-19T00:38:59.557378
worker_0367,53,other,upper_secondary,widowed,skills,23.0,Vũng Tàu,Pha chế,health|location|family,self-employed,14936833,3,True,1,1,0,1,0,4.5,medium,south_east,vũng tàu,2026-04-19T00:38:59.557422
worker_0368,39,male,upper_secondary,divorced,salary_range|skills,15.0,Nam Định,Nhân viên kho vận,location|health,self-employed,13349883,3,True,1,0,0,1,0,3.0,medium,north,nam định,2026-04-19T00:38:59.557479
worker_0369,40,female,upper_secondary,widowed,skills,17.0,Vũng Tàu,Giúp việc / Dịch vụ,,retired,5329353,3,True,0,0,0,0,0,0.0,low,south_east,vũng tàu,2026-04-19T00:38:59.557520
worker_0371,57,female,college,married,salary_range|skills,27.0,Vinhy,Kế toán / Hành chính,other|family,self-employed,12393399,4,True,0,1,0,0,0,1.5,low,north,nghệ an,2026-04-19T00:38:59.557645
worker_0372,62,male,primary,widowed,salary_range|skills,30.0,Hải Phòng,Nông dân / Nông nghiệp,techGap|other|health,unemployed,0,1,True,1,0,1,0,0,3.5,medium,north,hải phòng,2026-04-19T00:38:59.557697
worker_0374,35,female,upper_secondary,divorced,salary_range|skills,13.0,Thái Nguyên,Công nhân sản xuất,health|location,unemployed,0,3,True,1,0,0,1,0,3.0,medium,north,thái nguyên,2026-04-19T00:38:59.557815
worker_0375,61,female,university,divorced,salary_range|skills,30.0,Huế,Nhân viên kho vận,health,self-employed,8427181,5,True,1,0,0,0,0,2.0,medium,central,thừa thiên huế,2026-04-19T00:38:59.557843
worker_0376,39,female,upper_secondary,married,salary_range|skills,12.0,Hải Dương,Giúp việc / Dịch vụ,family|techGap,self-employed,5647301,3,True,0,1,1,0,0,3.0,medium,north,hải dương,2026-04-19T00:38:59.557890
worker_0377,56,female,upper_secondary,married,salary_range|skills,30.0,Vĩnh Phúc,Kế toán / Hành chính,health|other|location,self-employed,7966264,3,True,1,0,0,1,0,3.0,medium,north,vĩnh phúc,2026-04-19T00:38:59.557956
worker_0378,56,male,primary,divorced,salary_range|skills,29.0,Nha Trang,Lái xe,techGap|health|location,unemployed,0,1,True,1,0,1,1,0,4.5,medium,central,khánh hòa,2026-04-19T00:38:59.557996
worker_0379,37,female,primary,married,salary_range|skills,14.0,Huế,Thợ lành nghề,health|techGap|family,self-employed,7264083,1,True,1,1,1,0,0,5.0,high,central,thừa thiên huế,2026-04-19T00:38:59.558037
worker_0380,47,other,primary,single,salary_range|skills,20.0,Đà Lạt,Giúp việc / Dịch vụ,other,self-employed,4178839,1,True,0,0,0,0,0,0.0,low,central_highlands,lâm đồng,2026-04-19T00:38:59.558072
worker_0382,58,other,college,married,skills,30.0,Bình Dương,Kế toán / Hành chính,other|health,unemployed,0,4,True,1,0,0,0,0,2.0,medium,south_east,bình dương,2026-04-19T00:38:59.558188
worker_0384,60,female,university,married,salary_range|skills,30.0,Vĩnh Phúc,Bảo vệ,,unemployed,0,5,True,0,0,0,0,0,0.0,low,north,vĩnh phúc,2026-04-19T00:38:59.558327
worker_0385,49,other,university,divorced,skills,24.0,Vinhy,Pha chế,techGap,retired,12030773,5,True,0,0,1,0,0,1.5,low,north,nghệ an,2026-04-19T00:38:59.558359
worker_0386,53,female,university,married,skills,26.0,TP. Hồ Chí Minh,Lái xe,other|health,unemployed,0,5,True,1,0,0,0,0,2.0,medium,south_east,hồ chí minh,2026-04-19T00:38:59.558400
worker_0387,41,other,college,widowed,salary_range|skills,12.0,Hải Phòng,Kế toán / Hành chính,health|location|other,employed,5851031,4,True,1,0,0,1,0,3.0,medium,north,hải phòng,2026-04-19T00:38:59.558446
worker_0388,63,male,upper_secondary,single,salary_range|skills,30.0,Huế,Nông dân / Nông nghiệp,family|health|other,employed,6031672,3,True,1,1,0,0,0,3.5,medium,central,thừa thiên huế,2026-04-19T00:38:59.558473
worker_0389,42,female,college,divorced,salary_range|skills,12.0,TP. Hồ Chí Minh,Lái xe,health|other|family,employed,5929406,4,True,1,1,0,0,0,3.5,medium,south_east,hồ chí minh,2026-04-19T00:38:59.558536
worker_0390,58,male,primary,widowed,salary_range|skills,29.0,Hải Phòng,Kế toán / Hành chính,health|techGap|other,unemployed,0,1,True,1,0,1,0,0,3.5,medium,north,hải phòng,2026-04-19T00:38:59.558587
worker_0391,64,male,university,widowed,salary_range|skills,30.0,Huế,Lái xe,techGap,employed,6316552,5,True,0,0,1,0,0,1.5,low,central,thừa thiên huế,2026-04-19T00:38:59.558612
worker_0392,36,male,upper_secondary,single,salary_range|skills,12.0,Bắc Ninh,Thợ lành nghề,family|health|techGap,self-employed,4755069,3,True,1,1,1,0,0,5.0,high,north,bắc ninh,2026-04-19T00:38:59.558656
worker_0393,62,male,college,divorced,salary_range,30.0,Nha Trang,Nhân viên kho vận,health|techGap,retired,8122604,4,True,1,0,1,0,0,3.5,medium,central,khánh hòa,2026-04-19T00:38:59.558684
worker_0395,53,male,primary,widowed,salary_range|skills,30.0,Nha Trang,Pha chế,other|health,retired,7176241,1,True,1,0,0,0,0,2.0,medium,central,khánh hòa,2026-04-19T00:38:59.558782
worker_0396,37,male,primary,divorced,salary_range|skills,10.0,Nha Trang,Công nhân sản xuất,,retired,9716060,1,True,0,0,0,0,0,0.0,low,central,khánh hòa,2026-04-19T00:38:59.558805
worker_0397,40,male,primary,single,salary_range|skills,12.0,Bình Dương,Bảo vệ,techGap|family,self-employed,13880831,1,True,0,1,1,0,0,3.0,medium,south_east,bình dương,2026-04-19T00:38:59.558849
worker_0398,43,female,upper_secondary,divorced,salary_range|skills,16.0,Cần Thơ,Nhân viên phục vụ,,unemployed,0,3,True,0,0,0,0,0,0.0,low,mekong,cần thơ,2026-04-19T00:38:59.558889
worker_0399,43,other,primary,widowed,salary_range|skills,15.0,Thanh Hóa,Công nhân sản xuất,family|health,self-employed,3442165,1,True,1,1,0,0,0,3.5,medium,north,thanh hóa,2026-04-19T00:38:59.558932
worker_0400,64,female,college,single,salary_range|skills,30.0,Hà Nội,Nhân viên phục vụ,,retired,10260005,4,True,0,0,0,0,0,0.0,low,north,hà nội,2026-04-19T00:38:59.558967
worker_0401,36,female,university,married,salary_range|skills,13.0,Thái Nguyên,Giúp việc / Dịch vụ,,self-employed,8115878,5,True,0,0,0,0,0,0.0,low,north,thái nguyên,2026-04-19T00:38:59.559028
worker_0402,59,female,university,widowed,salary_range|skills,30.0,Đà Lạt,Kế toán / Hành chính,techGap,unemployed,0,5,True,0,0,1,0,0,1.5,low,central_highlands,lâm đồng,2026-04-19T00:38:59.559064
worker_0403,55,female,college,married,salary_range,27.0,Hải Phòng,Lái xe,techGap,employed,7581394,4,True,0,0,1,0,0,1.5,low,north,hải phòng,2026-04-19T00:38:59.559103
worker_0405,47,other,college,widowed,salary_range|skills,25.0,Hải Dương,Công nhân sản xuất,other,self-employed,11617882,4,True,0,0,0,0,0,0.0,low,north,hải dương,2026-04-19T00:38:59.559204
worker_0406,60,male,upper_secondary,widowed,salary_range|skills,30.0,Huế,Pha chế,health,retired,8573637,3,True,1,0,0,0,0,2.0,medium,central,thừa thiên huế,2026-04-19T00:38:59.559229
worker_0407,61,other,college,single,salary_range|skills,30.0,Hà Nội,Lao động xây dựng,techGap,unemployed,0,4,True,0,0,1,0,0,1.5,low,north,hà nội,2026-04-19T00:38:59.559263
worker_0408,49,female,college,married,salary_range|skills,21.0,Cần Thơ,Giúp việc / Dịch vụ,,self-employed,10889334,4,True,0,0,0,0,0,0.0,low,mekong,cần thơ,2026-04-19T00:38:59.559302
worker_0409,42,male,upper_secondary,widowed,salary_range|skills,17.0,Nam Định,Pha chế,other|techGap,unemployed,0,3,True,0,0,1,0,0,1.5,low,north,nam định,2026-04-19T00:38:59.559349
worker_0410,61,male,upper_secondary,married,salary_range|skills,30.0,Bắc Ninh,Công nhân sản xuất,family,self-employed,7006435,3,True,0,1,0,0,0,1.5,low,north,bắc ninh,2026-04-19T00:38:59.559388
worker_0411,43,other,primary,single,salary_range|skills,21.0,Bắc Ninh,Giúp việc / Dịch vụ,,retired,4691072,1,True,0,0,0,0,0,0.0,low,north,bắc ninh,2026-04-19T00:38:59.559423
worker_0412,47,male,college,married,salary_range|skills,24.0,Huế,Bảo vệ,family|techGap|health,retired,7591274,4,True,1,1,1,0,0,5.0,high,central,thừa thiên huế,2026-04-19T00:38:59.559446
worker_0413,43,male,upper_secondary,widowed,salary_range|skills,23.0,Vinhy,Giúp việc / Dịch vụ,,retired,5684631,3,True,0,0,0,0,0,0.0,low,north,nghệ an,2026-04-19T00:38:59.559474
worker_0414,64,other,university,married,salary_range|skills,30.0,Đà Lạt,Công nhân sản xuất,other|health,retired,11446156,5,True,1,0,0,0,0,2.0,medium,central_highlands,lâm đồng,2026-04-19T00:38:59.559503
worker_0415,58,female,primary,married,salary_range|skills,30.0,Cần Thơ,Lao động xây dựng,health|location,self-employed,14971635,1,True,1,0,0,1,0,3.0,medium,mekong,cần thơ,2026-04-19T00:38:59.559568
worker_0416,59,female,college,married,salary_range|skills,30.0,Vinhy,Lao động xây dựng,location|techGap,employed,11088652,4,True,0,0,1,1,0,2.5,medium,north,nghệ an,2026-04-19T00:38:59.559609
worker_0417,50,male,college,married,salary_range|skills,25.0,Cần Thơ,Nông dân / Nông nghiệp,techGap,self-employed,3666362,4,True,0,0,1,0,0,1.5,low,mekong,cần thơ,2026-04-19T00:38:59.559650
worker_0418,45,other,university,single,salary_range|skills,21.0,Hà Nội,Bảo vệ,family|other,self-employed,12923982,5,True,0,1,0,0,0,1.5,low,north,hà nội,2026-04-19T00:38:59.559692
worker_0420,64,male,upper_secondary,married,salary_range|skills,30.0,Đà Lạt,Công nhân sản xuất,,retired,4699334,3,True,0,0,0,0,0,0.0,low,central_highlands,lâm đồng,2026-04-19T00:38:59.559782
worker_0421,36,female,college,divorced,salary_range|skills,13.0,TP. Hồ Chí Minh,Pha chế,other|health|location,self-employed,4908326,4,True,1,0,0,1,0,3.0,medium,south_east,hồ chí minh,2026-04-19T00:38:59.559822
worker_0424,40,female,upper_secondary,married,salary_range,18.0,Cần Thơ,Công nhân sản xuất,,retired,8316448,3,True,0,0,0,0,0,0.0,low,mekong,cần thơ,2026-04-19T00:38:59.560466
worker_0425,41,other,college,widowed,salary_range|skills,15.0,Nam Định,Công nhân sản xuất,,retired,10548644,4,True,0,0,0,0,0,0.0,low,north,nam định,2026-04-19T00:38:59.560548
worker_0426,64,male,upper_secondary,widowed,salary_range|skills,30.0,Hà Nội,Nhân viên kho vận,family|health,unemployed,0,3,True,1,1,0,0,0,3.5,medium,north,hà nội,2026-04-19T00:38:59.560609
worker_0427,42,male,upper_secondary,single,salary_range|skills,16.0,Cần Thơ,Pha chế,family|location|other,unemployed,0,3,True,0,1,0,1,0,2.5,medium,mekong,cần thơ,2026-04-19T00:38:59.560672
worker_0428,60,female,university,divorced,salary_range|skills,30.0,Huế,Nhân viên phục vụ,,self-employed,6720449,5,True,0,0,0,0,0,0.0,low,central,thừa thiên huế,2026-04-19T00:38:59.560710
worker_0429,61,other,upper_secondary,widowed,salary_range|skills,30.0,Hà Nội,Bảo vệ,family|health|location,employed,5932442,3,True,1,1,0,1,0,4.5,medium,north,hà nội,2026-04-19T00:38:59.560766
worker_0430,64,male,university,divorced,salary_range|skills,30.0,Hải Dương,Lao động xây dựng,,retired,11376262,5,True,0,0,0,0,0,0.0,low,north,hải dương,2026-04-19T00:38:59.560853
worker_0431,50,male,university,single,salary_range,20.0,Thanh Hóa,Giúp việc / Dịch vụ,family,retired,10062365,5,True,0,1,0,0,0,1.5,low,north,thanh hóa,2026-04-19T00:38:59.560935
worker_0432,35,female,upper_secondary,married,salary_range|skills,10.0,Hải Phòng,Thợ lành nghề,,employed,13666917,3,True,0,0,0,0,0,0.0,low,north,hải phòng,2026-04-19T00:38:59.561007
worker_0433,36,female,college,single,salary_range|skills,10.0,Cần Thơ,Bảo vệ,techGap|family|location,self-employed,6419927,4,True,0,1,1,1,0,4.0,medium,mekong,cần thơ,2026-04-19T00:38:59.561086
worker_0434,43,female,upper_secondary,single,salary_range|skills,19.0,Thái Nguyên,Thợ lành nghề,location|other|techGap,self-employed,11684343,3,True,0,0,1,1,0,2.5,medium,north,thái nguyên,2026-04-19T00:38:59.561183
worker_0436,64,male,primary,married,skills,30.0,Hải Dương,Nhân viên bán hàng,,retired,14833591,1,True,0,0,0,0,0,0.0,low,north,hải dương,2026-04-19T00:38:59.561334
worker_0437,59,female,upper_secondary,married,skills,30.0,TP. Hồ Chí Minh,Nhân viên phục vụ,family,unemployed,0,3,True,0,1,0,0,0,1.5,low,south_east,hồ chí minh,2026-04-19T00:38:59.561423
worker_0438,39,female,primary,widowed,salary_range|skills,14.0,Bình Dương,Lao động xây dựng,other|techGap,unemployed,0,1,True,0,0,1,0,0,1.5,low,south_east,bình dương,2026-04-19T00:38:59.561505
worker_0439,65,other,university,single,salary_range|skills,30.0,Thanh Hóa,Bảo vệ,location|other,retired,13437840,5,True,0,0,0,1,0,1.0,low,north,thanh hóa,2026-04-19T00:38:59.561662
worker_0441,45,male,upper_secondary,widowed,salary_range|skills,21.0,Vĩnh Phúc,Thợ lành nghề,location|other|health,self-employed,8743282,3,True,1,0,0,1,0,3.0,medium,north,vĩnh phúc,2026-04-19T00:38:59.561939
worker_0442,60,male,primary,single,salary_range|skills,30.0,Nha Trang,Nhân viên kho vận,family|health,unemployed,0,1,True,1,1,0,0,0,3.5,medium,central,khánh hòa,2026-04-19T00:38:59.562008
worker_0443,41,female,upper_secondary,married,salary_range|skills,21.0,Hải Dương,Bảo vệ,location|other|techGap,self-employed,8459844,3,True,0,0,1,1,0,2.5,medium,north,hải dương,2026-04-19T00:38:59.562106
worker_0444,62,female,college,widowed,salary_range|skills,30.0,Vũng Tàu,Lái xe,,unemployed,0,4,True,0,0,0,0,0,0.0,low,south_east,vũng tàu,2026-04-19T00:38:59.562199
worker_0445,57,female,university,divorced,salary_range|skills,28.0,Vĩnh Phúc,Lao động xây dựng,,self-employed,8291811,5,True,0,0,0,0,0,0.0,low,north,vĩnh phúc,2026-04-19T00:38:59.562332
worker_0446,60,female,primary,married,salary_range|skills,30.0,Vũng Tàu,Pha chế,,employed,11751776,1,True,0,0,0,0,0,0.0,low,south_east,vũng tàu,2026-04-19T00:38:59.562499
worker_0447,54,female,primary,single,salary_range|skills,30.0,Hà Nội,Bảo vệ,techGap|health|family,employed,7394394,1,True,1,1,1,0,0,5.0,high,north,hà nội,2026-04-19T00:38:59.562572
worker_0448,61,female,university,divorced,salary_range|skills,30.0,Nha Trang,Giúp việc / Dịch vụ,family|location,unemployed,0,5,True,0,1,0,1,0,2.5,medium,central,khánh hòa,2026-04-19T00:38:59.562628
worker_0449,60,other,primary,widowed,skills,30.0,Hải Phòng,Lái xe,location|techGap,unemployed,0,1,True,0,0,1,1,0,2.5,medium,north,hải phòng,2026-04-19T00:38:59.562724
worker_0451,57,other,primary,divorced,salary_range|skills,30.0,Vinhy,Pha chế,location|techGap,retired,12000253,1,True,0,0,1,1,0,2.5,medium,north,nghệ an,2026-04-19T00:38:59.562926
worker_0452,41,female,college,divorced,salary_range|skills,13.0,Cần Thơ,Lao động xây dựng,location,employed,6673800,4,True,0,0,0,1,0,1.0,low,mekong,cần thơ,2026-04-19T00:38:59.563017
worker_0453,55,male,university,married,salary_range,30.0,Hải Phòng,Giúp việc / Dịch vụ,location|health|family,self-employed,8847974,5,True,1,1,0,1,0,4.5,medium,north,hải phòng,2026-04-19T00:38:59.563127
worker_0454,44,male,university,married,salary_range|skills,16.0,Thái Nguyên,Pha chế,techGap|other,unemployed,0,5,True,0,0,1,0,0,1.5,low,north,thái nguyên,2026-04-19T00:38:59.563268
worker_0455,38,female,university,married,skills,10.0,Hà Nội,Nhân viên bán hàng,,unemployed,0,5,True,0,0,0,0,0,0.0,low,north,hà nội,2026-04-19T00:38:59.563341
worker_0456,38,female,university,single,salary_range|skills,16.0,Vĩnh Phúc,Nhân viên bán hàng,health|other|family,retired,3667577,5,True,1,1,0,0,0,3.5,medium,north,vĩnh phúc,2026-04-19T00:38:59.563480
worker_0458,61,male,college,widowed,salary_range|skills,30.0,Vũng Tàu,Lao động xây dựng,location,retired,4017848,4,True,0,0,0,1,0,1.0,low,south_east,vũng tàu,2026-04-19T00:38:59.563714
worker_0459,45,male,primary,widowed,skills,20.0,Thanh Hóa,Nông dân / Nông nghiệp,,retired,9403956,1,True,0,0,0,0,0,0.0,low,north,thanh hóa,2026-04-19T00:38:59.563815
worker_0461,56,other,college,widowed,salary_range|skills,30.0,Vũng Tàu,Giúp việc / Dịch vụ,family|techGap,self-employed,5747823,4,True,0,1,1,0,0,3.0,medium,south_east,vũng tàu,2026-04-19T00:38:59.564037
worker_0463,55,female,university,single,salary_range|skills,25.0,Nam Định,Bảo vệ,other,self-employed,5988950,5,True,0,0,0,0,0,0.0,low,north,nam định,2026-04-19T00:38:59.564276
worker_0464,36,male,upper_secondary,single,salary_range,6.0,Đà Lạt,Công nhân sản xuất,location,employed,5034375,3,True,0,0,0,1,0,1.0,low,central_highlands,lâm đồng,2026-04-19T00:38:59.564333
worker_0465,46,other,college,widowed,salary_range|skills,20.0,Đà Nẵng,Nhân viên bán hàng,techGap|health,unemployed,0,4,True,1,0,1,0,0,3.5,medium,central,đà nẵng,2026-04-19T00:38:59.564419
worker_0468,49,female,college,single,salary_range|skills,28.0,Hải Dương,Nhân viên kho vận,,unemployed,0,4,True,0,0,0,0,0,0.0,low,north,hải dương,2026-04-19T00:38:59.564761
worker_0470,35,male,upper_secondary,married,salary_range|skills,11.0,Bình Dương,Nông dân / Nông nghiệp,family|other|location,unemployed,0,3,True,0,1,0,1,0,2.5,medium,south_east,bình dương,2026-04-19T00:38:59.564927
worker_0471,38,female,college,married,salary_range|skills,11.0,Nha Trang,Pha chế,health|family,self-employed,10170908,4,True,1,1,0,0,0,3.5,medium,central,khánh hòa,2026-04-19T00:38:59.564960
worker_0472,42,male,university,widowed,salary_range|skills,21.0,Nha Trang,Nông dân / Nông nghiệp,location|other|family,employed,14206332,5,True,0,1,0,1,0,2.5,medium,central,khánh hòa,2026-04-19T00:38:59.564990
worker_0473,37,female,primary,widowed,salary_range|skills,9.0,Thái Nguyên,Lái xe,location,retired,9320753,1,True,0,0,0,1,0,1.0,low,north,thái nguyên,2026-04-19T00:38:59.565091
worker_0474,38,female,primary,divorced,skills,13.0,Huế,Nhân viên phục vụ,family,unemployed,0,1,True,0,1,0,0,0,1.5,low,central,thừa thiên huế,2026-04-19T00:38:59.565136
